Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2002-10-02,24.352088928222656,24.352088928222656,24.352088928222656,24.352088928222656,0
2002-10-03,25.0062198638916,26.33105270436268,24.675011653773833,24.675011653773833,673264
2002-10-04,24.848899841308594,25.41195286414431,24.592212938252903,25.337431512139354,258296
2002-10-07,24.741252899169922,25.171824593778133,24.52596957878399,25.014501195450652,110976
2002-10-08,25.411951065063477,25.652076527598677,24.675013255109953,24.815777764312454,227352
2002-10-09,24.76609992980957,25.908767498303476,24.550814039927317,25.503037855978462,277040
2002-10-10,24.79094123840332,25.503039602827066,24.26928916638576,25.503039602827066,173224
2002-10-11,25.31258773803711,25.792838618071876,25.246344581775674,25.486470021793057,192536
2002-10-14,25.130430221557617,25.834247871914254,24.890304705055,25.78456612062296,152744
2002-10-15,25.130430221557617,25.130430221557617,25.130430221557617,25.130430221557617,0
2002-10-16,25.180112838745117,28.334872567743062,25.022789393344993,28.334872567743062,247760
2002-10-17,25.180112838745117,25.33743628414524,24.85718523462509,25.33743628414524,144512
2002-10-18,25.71003532409668,26.44697302929107,25.362265719573617,25.6686343010305,512312
2002-10-21,26.10748291015625,26.985185063372946,25.999841266000438,26.314488015777275,646296
2002-10-22,25.16354751586914,26.3310571594551,25.00622409482843,26.3310571594551,229384
2002-10-23,25.047618865966797,25.635513896799516,24.85717517130677,25.33742602639947,153320
2002-10-24,24.6087703704834,25.403668032169946,24.44316626981236,25.320865981834427,168744
2002-10-25,24.103683471679688,24.567375576552458,24.02916211285983,24.178204830499546,172296
2002-10-28,23.74762535095215,24.178196993103327,23.548900949543093,23.929790859612538,134504
2002-10-29,23.95463752746582,24.14508380213042,23.548907895147007,23.681391710800945,143024
2002-10-30,24.360376358032227,24.799226432718285,24.012606562565285,24.17821074575539,164320
2002-10-31,24.741252899169922,24.840616375438948,24.376924364380454,24.50940815709976,118928
2002-11-01,24.484580993652344,25.271200911939133,24.352097133609625,24.857190428630297,108792
2002-11-04,24.66673469543457,24.840619537581336,24.47629095641384,24.840619537581336,56560
2002-11-05,24.401765823364258,24.72469332194782,24.244439902461153,24.43488613890035,70288
2002-11-06,24.401765823364258,24.40176582336426,24.40176582336426,24.40176582336426,0
2002-11-07,25.155277252197266,26.165463894328415,24.84063027942571,24.84063027942571,204880
2002-11-08,24.71641731262207,24.997943838604904,24.525973566876836,24.675016278597575,77664
2002-11-11,24.343807220458984,24.84061961271325,24.294125475849857,24.84061961271325,66568
2002-11-12,24.4680118560791,24.84062117368437,24.178204609052784,24.178204609052784,106864
2002-11-13,24.261003494262695,24.658452370090792,24.12851969334722,24.592211733092217,106264
2002-11-14,24.59221839904785,25.10559231915585,24.269290784040116,24.64190015372266,211856
2002-11-15,25.12215232849121,25.279475786140882,24.840625742130886,25.13871375642028,154144
2002-11-18,25.37883949279785,25.66036608129824,25.064192575106674,25.337438449579583,217672
2002-11-19,25.37883949279785,25.378839492797848,25.378839492797848,25.378839492797848,0
2002-11-20,26.21513557434082,26.413860034735674,25.33743313676839,25.33743313676839,406128
2002-11-21,28.483915328979492,29.62658301454889,26.703670620918274,26.703670620918274,2664024
2002-11-22,28.045059204101562,29.924664481539807,27.41576303214174,27.41576303214174,1184016
2002-11-25,27.995384216308594,28.616399826577553,27.655895177311095,28.318311828264655,428920
2002-11-26,27.82977294921875,28.781996641881957,27.67244954016241,28.23550253896984,367496
2002-11-27,27.241878509521484,28.31830531992811,27.084555096461123,28.31830531992811,301128
2002-11-28,28.351425170898438,28.964159916696097,27.498564953670147,27.506845665150866,447680
2002-11-29,28.351425170898438,28.351425170898438,28.351425170898438,28.351425170898438,0
2002-12-02,31.390270233154297,32.45841660059623,29.460980179263352,29.725947856158285,1388680
2002-12-03,33.18705368041992,34.72717199332856,30.984521633127645,32.1271886731051,4082608
2002-12-04,32.077518463134766,33.90744454725943,31.63866854325384,32.60745115702449,2594928
2002-12-05,32.88899612426758,33.85777920738052,31.878809462984375,31.878809462984375,1720264
2002-12-06,33.7501220703125,34.23037303470847,32.880700391137445,33.45203413206878,1139968
2002-12-09,32.12718963623047,34.26348113220247,31.812542913446787,33.617626268839096,975768
2002-12-10,32.8641357421875,33.452030849127596,31.315738800717927,31.547583548310925,837808
2002-12-11,34.41254806518555,35.762221080463995,33.61764751992179,33.78325169489677,3286400
2002-12-12,34.694068908691406,35.77049586767228,34.44566268738812,34.44566268738812,2568024
2002-12-13,34.8348274230957,35.55520382419515,34.62782227446052,35.10807320852682,1112288
2002-12-16,33.33611297607422,35.55520738064337,33.137388518890475,35.273680855723185,1231456
2002-12-17,32.7233772277832,33.965408207680056,32.39216896647738,33.965408207680056,855656
2002-12-18,32.416996002197266,33.60106406635087,32.19342950175993,33.08769297659175,618096
2002-12-19,35.157752990722656,36.01889385568176,32.70681166205585,33.07114019797106,3770256
2002-12-20,35.44755935668945,36.399782965168825,34.77686222272471,35.6048827518372,2952072
2002-12-23,34.18898010253906,35.61317696328556,33.9488545634497,35.604896249471636,1277744
2002-12-24,35.59661102294922,35.77049588332134,34.15585544414364,34.28005855484962,1729840
2002-12-25,35.59661102294922,35.59661102294922,35.59661102294922,35.59661102294922,0
2002-12-26,36.6068000793457,37.062211519419876,35.2736860857448,35.86986207260947,2894448
2002-12-27,35.77876663208008,37.012516682789446,35.62972142458916,36.86347400221658,956984
2002-12-30,37.857093811035156,38.23798117463053,34.950741693032604,35.77048138608006,4253744
2002-12-31,39.81950759887695,40.46536514167213,37.09532050469691,38.10550658277958,9998480
2003-01-01,40.46535873413086,41.053251207861386,39.736699252018255,39.736699252018255,6027072
2003-01-02,38.61888885498047,41.68256575535242,38.36220190659255,40.75518399355333,5325328
2003-01-03,39.09085464477539,40.440527267712916,38.75136567938004,39.744990440389785,4198040
2003-01-06,37.93162536621094,39.86919312483808,37.6749384668771,39.69530828806881,4121520
2003-01-07,37.49277114868164,38.751363451020566,37.136723307228046,38.42015521639646,2650800
2003-01-08,38.83415603637695,39.18192560866382,37.708047807976946,37.989574233347525,2648456
2003-01-09,39.21506118774414,39.84435743042926,38.71824876355883,39.082577369244326,2630400
2003-01-10,36.81380081176758,39.74499358314046,36.60679563685539,39.74499358314046,1702816
2003-01-13,37.186405181884766,37.59213476537854,35.93609358628697,37.24436510700199,2421496
2003-01-14,37.683231353759766,38.83417988988861,37.426544371491794,37.57558712149553,2239360
2003-01-15,38.43672180175781,38.8341707259252,37.77430524353307,37.989588603421204,2759760
2003-01-16,38.98321533203125,39.87747924517109,38.105515371336715,38.72653092480101,2842656
2003-01-17,38.10550308227539,39.08256622718791,37.93989898809239,38.50295189754741,1284144
2003-01-20,36.88832092285156,38.072389472570734,36.61507511196823,37.923346762437745,928872
2003-01-21,35.92781448364258,37.46793335453879,35.77049106996853,36.938000658885905,1147240
2003-01-22,36.08512496948242,36.929706716822494,35.820159980041375,36.23417014502817,1081352
2003-01-23,34.76030731201172,36.085140406734126,34.29661775039375,35.60488942066469,1001872
2003-01-24,33.518280029296875,35.422727815664174,33.046309702739784,34.85967469828835,1436848
2003-01-27,31.183256149291992,33.10426241577157,30.65332347326033,31.795990884919803,916832
2003-01-28,33.36094284057617,33.61762968096216,30.636756113192117,31.88706747616812,2043224
2003-01-29,32.416996002197266,33.94883361660505,32.16030919385894,33.46858283474691,1370440
2003-01-30,32.9138298034668,33.8494923820807,32.30937557507646,32.30937557507646,1203464
2003-01-31,32.11892318725586,33.19535012204398,31.91191800748891,32.29280804364383,1083040
2003-02-03,34.56985092163086,34.760294598575776,32.209992834765046,32.334195891968506,1566808
2003-02-04,33.48514938354492,35.422716898440555,33.12910157007281,34.61125779815067,1311144
2003-02-05,32.8641357421875,33.452030849127596,32.35076450768351,32.95521850978412,845080
2003-02-06,33.52656936645508,33.717015710231465,32.541224894128725,32.91383433948134,946624
2003-02-07,33.203617095947266,34.38768522351448,32.831007926541375,33.21189780509537,1023440
2003-02-10,32.10235595703125,33.26986284636172,31.99471177533969,32.78961196471643,449688
2003-02-11,31.812543869018555,32.946930268427685,31.630378375460882,32.12719060125346,701960
2003-02-12,31.390270233154297,32.29281243426666,31.150144697360226,32.14376969533766,459064
2003-02-13,31.390270233154297,31.390270233154297,31.390270233154297,31.390270233154297,0
2003-02-14,29.800458908081055,31.696625450678365,29.518932428174942,30.231030602232643,790336
2003-02-17,31.696636199951172,31.795999709811944,30.33040183742019,30.63677055372505,795272
2003-02-18,31.506187438964844,32.45841123803999,31.348864012327454,32.1934436049212,819688
2003-02-19,31.522737503051758,32.10235178055633,31.40681262601667,31.96158730239528,455960
2003-02-20,31.423383712768555,31.62210816367114,30.35523757811348,30.73612758304589,542944
2003-02-21,30.876901626586914,31.762885079864997,30.752698480440614,31.464797023729975,494544
2003-02-24,31.067331314086914,31.622103553352463,30.802363733568537,31.622103553352463,326488
2003-02-25,30.338687896728516,31.133588534918847,30.06544198684409,30.06544198684409,264440
2003-02-26,29.80873680114746,31.10044923458077,29.576892081239038,30.65331868794714,422312
2003-02-27,30.26415252685547,30.76924559151086,29.610016766952786,29.64313708512793,280480
2003-02-28,31.829099655151367,32.12718746692904,30.504267182288313,31.390249909282442,694688
2003-03-03,31.481340408325195,32.4501228767915,30.653319908652445,30.653319908652445,500896
2003-03-04,30.694719314575195,31.133569145486433,30.47115278068885,31.133569145486433,255760
2003-03-05,30.818923950195312,31.133570728707593,29.767336906836114,30.355231965873507,471552
2003-03-06,29.982627868652344,31.06733541203333,29.80874302893321,31.06733541203333,265080
2003-03-07,29.14632225036621,30.454593658791552,29.022119172594767,30.454593658791552,518664
2003-03-10,27.175643920898438,29.31193659410823,26.7450720901044,29.038690738320568,346400
2003-03-11,27.82977294921875,28.781996641881957,26.21513277470288,26.496659274106594,497168
2003-03-12,27.415771484375,28.5998403165538,27.291568353996002,28.5998403165538,481872
2003-03-13,27.77181053161621,28.301743212388768,27.159075790506737,27.96225678654211,390112
2003-03-14,27.77181053161621,27.771810531616207,27.771810531616207,27.771810531616207,0
2003-03-17,27.689014434814453,28.483914890634544,26.678830597286304,27.010038909968102,373856
2003-03-18,27.689014434814453,27.689014434814453,27.689014434814453,27.689014434814453,0
2003-03-19,27.63104820251465,28.649512521260334,27.366080601955318,28.40110634333033,374256
2003-03-20,28.30174446105957,28.48391001260524,27.159076988763136,27.738691436694058,537616
2003-03-21,28.30174446105957,28.30174446105957,28.30174446105957,28.30174446105957,0
2003-03-24,27.548250198364258,28.980725024523217,27.32468359455046,28.7323188100273,328920
2003-03-25,27.150793075561523,28.136137015475995,26.57945940678071,28.136137015475995,351496
2003-03-26,27.026594161987305,27.98709864452023,26.579463505594656,27.98709864452023,260264
2003-03-27,26.769893646240234,27.15906417413654,26.496647974767352,26.81129465870081,241056
2003-03-28,26.612581253051758,27.49028358369807,26.496658875853562,27.49028358369807,218000
2003-03-31,25.428516387939453,26.30621884172791,21.51197693220869,21.51197693220869,230712
2003-04-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-21,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-24,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-25,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-28,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-04-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-01,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-05,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-06,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-12,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-13,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-19,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-20,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-21,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-26,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-27,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-28,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-05-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-05,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-06,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-12,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-13,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-19,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-20,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-24,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-25,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-26,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-27,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-06-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-01,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-21,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-24,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-25,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-28,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-07-31,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-01,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-05,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-06,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-12,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-13,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-19,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-20,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-21,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-25,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-26,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-27,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-28,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-08-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-01,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-05,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-12,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-19,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-24,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-25,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-26,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-09-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-01,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-02,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-06,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-08,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-09,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-13,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-15,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-16,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-20,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-21,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-22,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-23,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-24,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-27,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-28,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-29,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-30,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-10-31,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-03,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-04,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-05,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-06,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-07,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-10,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-11,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-12,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-13,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-14,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-17,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-18,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-19,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
2003-11-20,25.428516387939453,25.428516387939453,25.428516387939453,25.428516387939453,0
